URL,STATE,CATEGORY,Name of venue/attraction,Location,PHONE,WEBSITE,EMAIL,M1,M2,HS,H1,V1,OTHERINO,IMG_URL
http://www.australiaforall.com/TAS NORTHERN AREAS Restaurants.html,TAS,TAS NORTHERN AREAS Restaurants,The River Caf©,"225 Flinders St, Beauty Point",(03) 6383 4099,www.therivercafe.com.au,info@therivercafe.com.au,YES,YES,NO,NO,NO,"Enjoy casual Fine Dining on the Banks of the magnificent Tamar River.   Fully Licenced, Fresh Local Cuisine, Great Coffee.  The River Cafe, at Beauty Point, specialises in seasonal menus prepared in-house with fresh Tasmanian produce. Open for breakfast, lunch and dinner you will be captivated by the lovely views presented by the   moods of this beautiful estuary: fantastic scenery, prolific bird life and the occasional show by the Tamar's resident seal.  The restaurant has a wheelchair accessible toilet accessed directly from the entrance.   There is  disabled parking space near the restaurant.  There are two stepless entrances,  one beside the disabled parking space and one at the front entrance.  Phone: (03) 6383 4099 e-mail: info@therivercafe.com.au website: http://www.therivercafe.com.au",http://www.australiaforall.com/Images/TAS/The River Cafe GIFF.gif
http://www.australiaforall.com/TAS SOUTHERN  AREAS Hotel.html,TAS,TAS SOUTHERN  AREAS Hotel,HOBART,"The Old Woolstore Apartment Hotel, 11 Macquarie St.",1800 814 676,www.oldwoolstore.com.au/accommodation/2bedroom_apartments>,,YES,YES,NO,NO,NO,"The Old Woolstore Apartment Hotel, Hobart features a flexible mix of 242 Hotel rooms, studios and one and two bedroom apartments including accessible rooms for people with disabilities. The decor is contemporary, appointment stylish and rooms functional and immaculately presented. Phone:   1800 814 676 website: http://www.oldwoolstore.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/TAS SOUTHERN AREAS  Motel.html,TAS,TAS SOUTHERN AREAS  Motel,WOODBRIDGE,"Telopea Self Catering Units 144, Pullens Road",,www.telopea-accommodation.com.au,,YES,YES,NO,NO,NO,"Telopea  is  specifically   designed to   provide   easy  and  level access for guests. Parking is under cover  alongside  your unit. Sensor   lighting    ensures    safety  and   security.   Extra   wide doorways  enable   wheelchair  access  if  required.   Each   unit features  a  large  and  well-appointed  easy  access  bathroom, with heated towel rails, grab rails, wheelchair access toilet, non-slip floor and spacious temperature controlled shower.    Phone: (03) 6267 4565 or mobile 0419 383 938 website: www.telopea-accommodation.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/TAS SOUTHERN AREAS  Bed and Breakfast.html,TAS,TAS SOUTHERN AREAS  Bed and Breakfast,BATTERY POINT,Gattonside Heritage Accommodation,(03) 6224 1200 or freecall 1800 223 410,www.gattonside.com.au,,YES,YES,NO,NO,NO,"Located at 51 - 53 Sandy Bay  Road  with  stepless  entry  at  the side and a car park  outside  the  accessible  room.  This  luxury bed  and   breakfast   accommodation  is   perfect   for  both  the leisure and business traveller, it  offers  a  tranquil haven  at  the end of the day.      Phone:   (03) 6224 1200 or Freecall  1800 223 410 website:    www.gattonside.com.au",http://www.australiaforall.com/Images/TAS/Gattonside GIFF.gif
http://www.australiaforall.com/TAS SOUTHERN AREAS  Bed and Breakfast.html,TAS,TAS SOUTHERN AREAS  Bed and Breakfast,OYSTER COVE,"Oyster Cove Chalet 42, Manuka Road",(03) 6267 5084,www.oystercovechalet.com.au,,YES,YES,NO,NO,NO,"As  self  contained  units,  cooking  facilities  are  available  in  all units and breakfast is included in the tariff. The establishment is licensed,  giving  our clients  the ability  to  buy alcohol  from the mini-bar and office. Our fourth  unit  is a twin  and  is suitable for our guests with disabilities and has all the same facilities except for the spa.      Phone:   (03) 6267 5084 website:    www.oystercovechalet.com.au",http://www.australiaforall.com/Images/TAS/Oyster Cove GIFF.gif
http://www.australiaforall.com/TAS SOUTHERN AREAS  Venues.html,TAS,TAS SOUTHERN AREAS  Venues,TAHUNE FOREST RESERVE,Tahune Forest Airwalk,,www.tasforestry.com.au/,,YES,YES,NO,NO,NO," TAHUNE  FOREST RESERVE -  Tahune Forest Airwalk CRITERIA     This 597m walk amongst the trees gets you 20m above the ground. The highlight is the cantilever that is 48m above the river level, providing fantastic views of the forests and the junction of the Picton and Huon Rivers.",http://www.australiaforall.com/Images/TAS/Tahune Airwalk (185 x 145).jpg
http://www.australiaforall.com/TAS SOUTHERN AREAS  Venues.html,TAS,TAS SOUTHERN AREAS  Venues,RICHMOND,Zoo Doo Wildlife Park 620 Middle Tea Tree Road,,www.zoodoo.com,,YES,YES,NO,NO,NO,"RICHMOND - Zoo Doo Wildlife Park 620 Middle Tea Tree Road CRITERIA     Zoodoo is a wildlife park based on 33-hectarefarm.  ZooDoo is able to offer an extensive range of Australian native animals these include the Tasmanian Devil, Tiger Quoll, Koala, Forester Kangaroo, Bennetts Wallaby, Pademelon Wallaby  as well as rare albino animals.  There is good disability access and toilet facilities.",http://www.australiaforall.com/Images/TAS/ZooDoo GIFF.gif
http://www.australiaforall.com/TAS SOUTHERN AREAS  Venues.html,TAS,TAS SOUTHERN AREAS  Venues,"Russell Falls, Tasmania","Russell Falls, Tasmania",,,,YES,YES,NO,NO,NO,"Russell Falls, Tasmania CRITERIA     Tasmania's best known falls, Russell Falls.  Just a short 10 minutes easy walk from the Mt Field National Park visitors centre.  This is an easily accessible destination suited to the whole family These very pretty falls are a delight and a must visit when visiting Tasmania.  The path to the falls is sealed and suitable for wheelchairs and  takes you past some of the tallest hardwood trees in the world. ",http://www.australiaforall.com/Images/TAS/Russell Falls GIFF.gif
http://www.australiaforall.com/TAS SOUTHERN AREAS Walks for Wheelchairs.html,TAS,TAS SOUTHERN AREAS Walks for Wheelchairs,Mount Field National Park,Mount Field National Park,,www.lennoxholidayapartments.com,,YES,YES,NO,NO,NO,"The park essentially has two visitor sections. The first, near  the park entrance, includes picnic facilities and the famous  Russell Falls. Stunning walks through enormous fern forests and some of the tallest trees in the world are available in this area. The visitor Centre, day use area and the camping ground are accessible.   website: www.parks.tas.gov.au",http://www.australiaforall.com/Images/TAS/Russel Falls 2 (185 x 145).jpg
http://www.australiaforall.com/TAS SOUTHERN AREAS Walks for Wheelchairs.html,TAS,TAS SOUTHERN AREAS Walks for Wheelchairs,Seven Mile Beach Public Reserve,Seven Mile Beach Public Reserve,,www.lennoxholidayapartments.com,,YES,YES,NO,NO,NO,"The   5 Mile   Beach  day  use  area   has  accessible   toilets,  a playground  and  a picnic area with tables and sheltered BBQs. Wheelchair users may  require  assistance  moving around the picnic  area due  to the  sandy  ground.   There  is  a  large,  flat, grassed area  adjacent  to the  carpark  which is  suitable  for a variety of activities.   website: www.parks.tas.gov.au",http://www.australiaforall.com/Images/TAS/7 Mile Beach (185 x 145).jpg
http://www.australiaforall.com/TAS SOUTHERN AREAS Walks for Wheelchairs.html,TAS,TAS SOUTHERN AREAS Walks for Wheelchairs,Freycinet National Park,Freycinet National Park,03 6256 7000,www.parks.tas.gov.au,freycinet@parks.tas.gov.au,YES,YES,NO,NO,NO,"Freycinet National Park offers superb beach and mountain scenery. The visitor centre is fully accessible. There is a wheelchair accessible circuit track starting from just behind the visitor centre. The Richardsons Beach Campground (adjacent to the visitor centre) has accessible toilets, and accessible powered and unpowered sites. There is an accessible toilet and shower block adjacent to the carpark. Located about 7 km from the visitor centre, the Cape Tourville Circuit walk offers spectacular coastal views. The track surface and width are good, although wheelchair users may require assistance due to the moderate gradient. Phone: 03 6256 7000 e-mail: freycinet@parks.tas.gov.au website: www.parks.tas.gov.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/TAS SOUTHERN AREAS Walks for Wheelchairs.html,TAS,TAS SOUTHERN AREAS Walks for Wheelchairs,Hastings Cave & Thermal Springs 754 Hastings Caves Road,Hastings Cave & Thermal Springs 754 Hastings Caves Road,03 6298 3209,www.parks.tas.gov.au,,YES,YES,NO,NO,YES,"The Hastings Caves State Reserve offers visitors a variety of experiences, from relaxing in the warm waters of a thermal springs pool, walking in the rich forests of the reserve and, of course, the unique experience of exploring Newdegate Cave. Both the thermal pool and the trail which leads through the surrounding forests are accessible to wheelchair users.   The visitor centre and caf© are fully accessible, as are the toilets.  The Thermal Springs Sensory Trail is a lovely 15 minute track through the forest behind the pool. This wide, boardwalked track has special multi-sensory interpretive facilities designed especially for mobility and vision impaired people. Phone: 03 6298 3209 website: www.parks.tas.gov.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/TAS SOUTHERN AREAS Restaurants.html,TAS,TAS SOUTHERN AREAS Restaurants,WOODBRIDGE,"The Stackings, 3435 Channel Highway",(03)  6267 4088,www.peppermintbay.com.au,benlindell@peppermintbay.com.au,YES,YES,NO,NO,NO,"The Stackings at Peppermint Bay is set on four acres of waterfront headland, with commanding 270 degree water and mountain views East through North to West of the d'Entrecasteaux Channel and the lush rolling hills of the Huon. The Stackings takes its name from the early settlers and the practice of stacking split timber on the foreshore in Woodbridge or collection by a passing barge.   The Stackings is one of two dining options available at Peppermint Bay. The restaurant is step-less and therefore accessible to guests using mobility aids.   There is a wheelchair accessible toilet if required. Phone: (03)  6267 4088 e-mail: benlindell@peppermintbay.com.au website: www.peppermintbay.com.au",http://www.australiaforall.com/Images/TAS/The Stackings  GIFF.gif
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS Hotel.html,VIC,VIC MELBOURNE and SURROUNDS Hotel,MELBOURNE,Citigate Hotel 270 Flinders Street,(03) 9654 6888 or toll free on 1 800 664 296,www.mirvachotels.com.a,,YES,YES,NO,NO,NO,"Citigate  Melbourne  is  in  a  prime  location  on   Flinders  Street directly opposite Melbourne's  historic railway  station,  Flinders Street Station. This stylish hotel is in the heart of the CBD and is close  to  everything   Melbourne   has  to  offer  with  Federation Square,  Chinatown,  Southgate,  Rod  Laver  Arena  and   major shopping and dining  venues.  There are   outstanding  facilities provided for guests with disabilities in this hotel.   Phone: (03) 9654 6888 or toll free on 1 800 664 296 website: www.mirvachotels.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS Hotel.html,VIC,VIC MELBOURNE and SURROUNDS Hotel,MELBOURNE,"The Westin 205, Collins Street.",+61 3 9635 2222,www.westin.com.au,,YES,YES,NO,NO,NO,"Right  in  the  heart  of   the  city&#39;s  famous   theatres,   shopping precincts,  galleries,  restaurants  and  Federation  Square,  The Westin  combines  stylish  accommodation,  luxurious  facilities and   warm,    friendly    service    with    the   most  commanding Melbourne  address.  The  accommodation suitable  for   guest with disabilities  features  automatic  doors,  grabrails,  lowered furniture and bathrooms with large shower.   Phone:   +61 3 9635 2222 website: www.westin.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS Hotel.html,VIC,VIC MELBOURNE and SURROUNDS Hotel,MELBOURNE Hotel Ibis Melbourne 15,21 Therry Street,+61 (3) 9666 0000,www.accorhotels.com/gb/hotel-1564,H1564-RE03@accor.com,YES,YES,NO,NO,NO,"Offering great value city accommodation, Ibis Melbourne is located in an ideal position just a few minutes walk from the famous Queen Victoria Markets, the legendary Lygon Street restaurant quarter and the central shopping district of Melbourne.  The hotel has 250 rooms including 4  rooms which are accessible for tourists with mobility impairments. Phone: +61 (3) 9666 0000  e-mail: H1564-RE03@accor.com website: http://www.accorhotels.com/gb/hotel-1564",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS Hotel.html,VIC,VIC MELBOURNE and SURROUNDS Hotel,MELBOURNE,Novotel Melbourne On Collins,melbourne - novotel melbourne on collins,www.accorhotels.com/1587,h1587@accor.com,YES,YES,NO,NO,NO,"  MELBOURNE  - Novotel Melbourne On Collins CRITERIA     Novotel   Melbourne  On   Collins   built   above   the  prestigious Australia On Collins  shopping  centre,  is right in the heart of the city and walking  proximity to  The Regent  Theatre,  world class shopping, Nationa l Gallery, restaurant precincts and Federation Square.   The  hotel  is  renowned   for  its  friendly,  professional service. There are 314 spacious well-appointed accommodation rooms including 4 for people with disabilities.   Phone:   +61 3 9667 5800  or Freecall 1300 65 65 65    e-mail:  h1587@accor.com website: http://www.accorhotels.com/1587",http://www.australiaforall.com/Images/VIC/Novotel on Collins GIFF.gif
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS Restaurants.html,VIC,VIC MELBOURNE and SURROUNDS Restaurants,MELBOURNE,204 Faraday St. Carlton,(03) 9663 8085,www.brunetti.com.au,,YES,YES,NO,NO,NO,"Brunetti has expanded from a tiny cake shop on Lygon Street to the buzzing institution it is today. The restaurant offers authentic Italian meals, a selection of coffee, cakes and 26 flavours of gelati.  There is a toilet available forpatrons with a disability and there is a step-less entry to Brunetti City Square. Phone: (03) 9663 8085 website: www.brunetti.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS Restaurants.html,VIC,VIC MELBOURNE and SURROUNDS Restaurants,SOUTHBANK,,(03) 9696 5333,www.banjosretreat.com.au,melbourne@themeatandwineco.com,YES,YES,NO,NO,YES,"With views of the Yarra River and the city skyline, The Meat & Wine Co is setting new standards in steakhouse restaurant design, food and service.  The cutting edge design and decor of this stunning new restaurant and bar will take your breath away. Together the rich textures, jewel-like colours and eclectic lighting combine to create a restaurant masterpiece that has become the new place to be seen on the bustling Southbank..  The restaurant is wheelchair accessible and has an accessible toilet. Phone: (03) 9696 5333 e-mail: melbourne@themeatandwineco.com website: www.themeatandwineco.com",http://www.australiaforall.com/Images/VIC/Meat & Wine Co Melbourne GIFF.gif
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS Restaurants.html,VIC,VIC MELBOURNE and SURROUNDS Restaurants,Caf© de Stasio,"31a Fitzroy Street, St Kilda 3182",(03) 9525 3999,www.banjosretreat.com.au,,YES,YES,NO,NO,NO,"Those in the know can't go past the lunch specials at Cafe di Stasio. Dining at any time is a true Italian experience - the food, the service and the overall atmosphere make this venue stand out. The comfortable space is matched by comfortable food. Defined as modern Italian, the menu is full of delicious and very approachable dishes, from carbonara or veal parmigiana to a tender, red venison carpaccio.  The Caf© di Stasio is wheelchair accessible.   Phone: (03) 9525 3999 website: www.distasio.com.au",http://www.australiaforall.com/Images/VIC/Cafe de Stasio (185 x 145).jpg
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS  Tours.html,VIC,VIC MELBOURNE and SURROUNDS  Tours,HEATHMONT,Ambleside Tours 34 Stoda Street,heathmont - ambleside tours 34 stoda street,www.amblesidetours.com,,YES,YES,NO,YES,YES, HEATHMONT -  Ambleside Tours    34 Stoda Street CRITERIA Ambleside Tours  is a  family  owned  and  operated specialised tour  company  who provide  the  opportunity  for persons  with disabilities to travel within Australia. Our tours are tailor made to meet the needs of everyone both individual and in groups. Carer support is provided according to the client's specific needs and requirements.,http://www.australiaforall.com/Images/VIC/Ambleside GIFF.gif
http://www.australiaforall.com/VIC MELBOURNE and SURROUNDS  Tours.html,VIC,VIC MELBOURNE and SURROUNDS  Tours,Leisure Options,"Suite 44, 574 Plummer Street, Port Melbourne.",,www.leisureoptions.com.au,mail@leisureoptions.com.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/VIC/Logo (115 x 145).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS Hotel.html,VIC,VIC SOUTH WESTERN AREAS Hotel,GEELONG,"14, Eastern Beach Road",(03) 5223 1377,www.starwoodhotels.com/fourpoints/property/overview/index.html?propertyID=1302,,YES,YES,NO,NO,NO,"Overlooking   picturesque   Corio   Bay,  the   Four  Points    by Sheraton  Geelong is located in the heart of Geelong's  central business district.    This  hotel  has  accommodation  which  is  designed for access  by  people  with  disabilities.    Within  the hotel there is the Waterfront   Restaurant  for  breakfast,  lunch and dinner.    Phone: (03) 5223 1377 website : www.starwoodhotels.com/fourpoints/",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS Hotel.html,VIC,VIC SOUTH WESTERN AREAS Hotel,TORQUAY,Crowne Plaza Hotel 100 The Esplanade,+61 3 5261 1500 or toll free 1800 899 960,www.crowneplaza.com/torquay,hotel@crowneplazatorquay.com.au,YES,YES,NO,NO,NO,"The Crowne Plaza Hotel Torquay is located on the gateway to the Great Ocean Road. With magnificent beach-front views, the hotel makes for an ideal destination year round. The hotel has 158 guest rooms including 4 accessible rooms for guests with disabilities.  Enjoy stunning panoramic ocean views from The Seasalt restaurant located on the top floor. Phone: +61 3 5261 1500 or toll free 1800 899 960 e-mail: hotel@crowneplazatorquay.com.au website: www.crowneplaza.com/torquay",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS Hotel.html,VIC,VIC SOUTH WESTERN AREAS Hotel,WARRNAMBOOL Quest Warrnambool 15/19 Liebig Street.,WARRNAMBOOL Quest Warrnambool 15/19 Liebig Street.,(03) 5564 1200,www.questwarrnambool.com.au/,questwarrnambool@questapartments.com.au,YES,YES,NO,NO,NO,"Quest Warrnambool is located on the doorstep of Warrnambool's cultural and entertainment centre. Quest Warrnambool 's prime location in the city centre means just a stroll to shops, Al fresco cafes, restaurants, bars and the many attractions that Warrnambool offers the travelling family. Logan's Beach is a popular spot for whale watchers between September and November. Located just moments from Quest Warrnambool are the Art Gallery, Flagstaff Hill and Warrnambool's bustling CBD. Quest Warnambool has 42 rooms including 2 which are accessible to tourists with disabilities. Phone: (03) 5564 1200 e-mail: questwarrnambool@questapartments.com.au website: www.questwarrnambool.com.au/",http://www.australiaforall.com/Images/VIC/Quest Warrnambool GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Motel.html,VIC,VIC SOUTH WESTERN AREAS  Motel,"MARYBOROUGH Golden Country Caratel 134, Park Road","MARYBOROUGH Golden Country Caratel 134, Park Road",(03) 5461 7700,www.goldencountry.com.au,,YES,YES,NO,NO,NO,"Maryborough,  located  in  the  heart  of   the  Central  Goldfields region is just under a 2 hour drive from  Melbourne. It  offers  an ideal   base   for  day  trips   to   Ballarat,  Bendigo,  Castlemaine, Historic   Maldon,   Avoca,   the   Pyrenees   Wineries    and    the Grampians.    This  motel   has  one  unit    with facilities suitable for guests with disabilities.   Phone: (03) 5461 7700 website:   www.goldencountry.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Motel.html,VIC,VIC SOUTH WESTERN AREAS  Motel,WARRNAMBOOL Golden Chain Anchor Belle Motel 1 Darling St.,WARRNAMBOOL Golden Chain Anchor Belle Motel 1 Darling St.,(03) 5561 4977 or toll free:  1 800 033 151,www.anchorbellemotel.com.au/,anchorbelle@bigpond.com,YES,YES,NO,NO,NO,"The Anchor Belle Motel is situated in the heart of the city (off highway). The motel has 16 air-conditioned quality ground floor suites, including one which is accessible for tourists with mobility aids   The reception area is wheelchair accessible.  Parking is outside the unit. The motel is located near  shops and  restaurants. Phone: (03) 5561 4977 or Toll Free:  1 800 033 151 e-mail: anchorbelle@bigpond.com website: www.anchorbellemotel.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Motel.html,VIC,VIC SOUTH WESTERN AREAS  Motel,PORT CAMPBELL,PORT CAMPBELL,(03) 5598 6445,www.portcampbellaccommodation.com/,Parkview@portcampbellaccommodation.com,YES,YES,NO,NO,NO,Port Campbell Parkview Motel & Apartments are  only a few minutes from the beach and town centre.   There is 1 x 2 bedroom luxury apartment  and 1 x 1 bedroom luxury apartment which are accessible to guests with a mobility aid. Phone: (03) 5598 6445 e-mail: Parkview@portcampbellaccommodation.com website: www.portcampbellaccommodation.com/,http://www.australiaforall.com/Images/VIC/Port Campbell Parkview Motel GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Bed and Breakfast.html,VIC,VIC SOUTH WESTERN AREAS  Bed and Breakfast,APOLLO BAY,Great Ocean Road,(03) 5237 1292,www.fisheye9.com,,YES,YES,NO,NO,NO,"Ideally located along the famous Great Ocean  Road in Victoria, this  purpose  built  wheelchair  accessible   accommodation  is just 6 kilometres from  Apollo  Bay  and  surrounded  by  scenic attractions  such  as   the   breathtaking   Twelve  Apostles  and Otway National Park rainforest.   Phone:   (03) 5237 1292 website:   www.fisheye9.com",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Bed and Breakfast.html,VIC,VIC SOUTH WESTERN AREAS  Bed and Breakfast,BAMBRA,"Countrywide Cottages, 1205 Deans Marsh Road",phone:(03) 5288 7399,www.countrywidecottages.com.au,,YES,YES,NO,NO,NO,"Set on a   26 acre property, in the Otway foothills 25 minutes from Lorne. Igloo cottage is custom built for wheelchair access.  It has ramp entry, widened doors, extra space around furniture, wheel in shower/ toilet with grabrails and accessible under benches/ cook top.  It has a ramp entrance via the back verandah.    Phone:(03) 5288 7399 website: www.countrywidecottages.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Bed and Breakfast.html,VIC,VIC SOUTH WESTERN AREAS  Bed and Breakfast,DAYLESFORD,5 Stanbridge Street,(03) 5348 1925,www.lucyslodge.com.au/,info@lucyslodge.com.au,NO,NO,YES,NO,NO, Bed & Breakfast style accommodation Ceiling track hoist from the bedroom to the bathroom Mobile hoist - This hoist has a ceiling mounted rail to allow transport of the user from the bedroom to the bathroom.    Phone: (03) 5348 1925     e-mail:  info@lucyslodge.com.au website:  http://www.lucyslodge.com.au/,http://www.australiaforall.com/Images/VIC/Lucylodge.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Bed and Breakfast.html,VIC,VIC SOUTH WESTERN AREAS  Bed and Breakfast,INVERMAY,40 Clearview Road,(03) 5333 5093,www.wintarniolives.com.au,,YES,YES,NO,NO,NO,The Wintarni Olives Country Cottage is 30 minutes south of Daylesford and just an hours drive from Melbourne. This cottage provides  fully accessible accommodation for two to four guests.      Phone: (03) 5333 5093 website: www.wintarniolives.com.au,http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Venues.html,VIC,VIC SOUTH WESTERN AREAS  Venues,Ballarat Avenue of Honour,Ballarat Avenue of Honour,,,,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/VIC/Avenue of Honour GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Venues.html,VIC,VIC SOUTH WESTERN AREAS  Venues,Art Gallery of Ballarat,"40 Lydiard Street North, Ballarat",,www.artgalleryofballarat.com.au/,,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/VIC/Art Gallery of Ballarat   GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Venues.html,VIC,VIC SOUTH WESTERN AREAS  Venues,National  Wool Museum,"26 Moorabool Street, Geelong",,www.nwm.vic.gov.au,nwminfo@geelongcity.vic.gov.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/VIC/National  Wool Museum  GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Venues.html,VIC,VIC SOUTH WESTERN AREAS  Venues,Central Deborah Goldmine,"76 Violet Street, Bendigo 3550",,www.centraldeborah.com/,info@central-deborah.com,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/VIC/Central Deborah Goldmine GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS  Venues.html,VIC,VIC SOUTH WESTERN AREAS  Venues,Werribee Open Range Zoo,"K Road, Werribee",,www.zoo.org.au/werribee,worz@zoo.org.au,YES,YES,NO,NO,NO,,http://www.australiaforall.com/Images/VIC/Werribee Open Range Zoo  GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS Restaurants.html,VIC,VIC SOUTH WESTERN AREAS Restaurants,DUNKELD,DUNKELD,03 5577 2241,www.royalmail.com.au,relax@royalmail.com.au,YES,YES,NO,NO,NO,"Visit Dunkeld's Royal Mail Hotel, built in 1859, to find out why it was voted The Age Good Food Guide's 2011 Restaurant of the Year. It  serves up a sumptuous lunch or dinner. Taste the flavours of the Grampians through it™s creative menu incorporating fresh, locally grown produce and signature regional wines.  Both the restaurant and Bistro are wheelchair accessible having stepless entries and wheelchair accessible toilets. Phone: 03 5577 2241 e-mail: relax@royalmail.com.au website:  www.royalmail.com.au ",http://www.australiaforall.com/Images/VIC/Royal  Mail Hotel GIFF.gif
http://www.australiaforall.com/VIC SOUTH WESTERN AREAS Restaurants.html,VIC,VIC SOUTH WESTERN AREAS Restaurants,BIRREGURRA,BIRREGURRA,+61 3 5236 2226,www.browsealoud.com/plus/scripts/ba.js>,enquire@braerestaurant.com,YES,YES,NO,NO,NO,"BIRREGURRA Brae  Restaurant 4285 Cape Otway Rd., Birregurra, Victoria 3242 CRITERIA     Brae is an accessible restaurant with designated parking leading onto a flat path, with a stepless entry and a wheelchair accessible toilet inside the restaurant, adjacent to the dining room.   Brae is a  modern restaurant set on 30 productive acres. It is a place to interact with nature and eat from the land. Menus are created with location in mind and reflect our connection to the land, the restaurant™s pristine natural surrounds and the productive region in which it sits. Phone: +61 3 5236 2226 e-mail: enquire@braerestaurant.com website: braerestaurant.com",http://www.australiaforall.com/Images/VIC/Brae  Restaurant  GIFF.gif
http://www.australiaforall.com/VIC NORTHERN AREAS Hotel.html,VIC,VIC NORTHERN AREAS Hotel,MILDURA,Quality Hotel Mildura Grand Seventh Street.,(03) 5023 0511,www.qualityhotelmilduragrand.com.au,,YES,YES,NO,NO,NO,"The Quality Hotel Mildura Grand captures the character and style of country Australia. Relaxed, friendly and hospitable environment and services are provided with the professionalism expected by our discerning visitors. There is one room that  has facilities to accommodate a guest with disabilities.  The hotel also has in-house restaurants. Phone: (03) 5023 0511 website :www.qualityhotelmilduragrand.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC NORTHERN AREAS Hotel.html,VIC,VIC NORTHERN AREAS Hotel,MOUNT BULLER,"Grand Mercure Chalet, Summit Road",+61 (0) 3 57776566,www.accorhotels.com.au/5515,reservations@mtbullerchalet.com.au,YES,YES,NO,NO,NO,"Grand Mercure Mt Buller Chalet is nestled in Australia™s most spectacular alpine playground. The chalet features 62 rooms, including 1 for guests with disabilities, with spectacular views of either the mountains or valley, a restaurant, indoor heated swimming pool, spa, gym and sauna. Mt Buller is also an ideal location for mountain activities in the summer. Phone: +61 (0) 3 57776566 e-mail: reservations@mtbullerchalet.com.au website: http://www.accorhotels.com.au/5515",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/VIC NORTHERN AREAS  Motel.html,VIC,VIC NORTHERN AREAS  Motel,MILDURA,Mildura Plaza Motor Inn 836 Calder Highway,toll free 1800 033 146 or (03) 5021 1155,www.milduraplaza.com.au,,YES,YES,NO,NO,NO,There is a a unit for suitable for guests with disabilities catering for one or two guests.  There are grabrails and a portable shower rose provided in the shower/ toilet facility.  The Milura Plaza is central to restaurants and shopping.   Contact : Julie & Trevor Russell    Phone: Toll Free 1800 033 146    or  (03) 5021 1155 website:   www.milduraplaza.com.au,http://www.australiaforall.com/Images/VIC/Mildura Plaza  GIFF.gif
